Date,Open,High,Low,Close
1997-02-09 19:00:00-05:00,122.300003,123.639999,122.279999,122.760002
1997-02-10 19:00:00-05:00,122.910004,123.400002,122.550003,123.279999
1997-02-11 19:00:00-05:00,123.279999,123.279999,123.279999,123.279999
1997-02-12 19:00:00-05:00,124.279999,124.650002,123.790001,124.230003
1997-02-13 19:00:00-05:00,124.400002,124.82,123.699997,124.25
1997-02-14 19:00:00-05:00,124.25,124.25,124.25,124.25
1997-02-16 19:00:00-05:00,124.550003,124.669998,123.900002,124.550003
1997-02-17 19:00:00-05:00,124.400002,124.629997,123.68,124.0
1997-02-18 19:00:00-05:00,124.150002,124.57,123.980003,124.510002
1997-02-19 19:00:00-05:00,124.510002,124.510002,124.510002,124.510002
1997-02-20 19:00:00-05:00,122.800003,123.5,122.410004,123.199997
1997-02-21 19:00:00-05:00,123.199997,123.199997,123.199997,123.199997
1997-02-23 19:00:00-05:00,123.199997,123.199997,123.199997,123.199997
1997-02-24 19:00:00-05:00,122.0,122.370003,121.400002,121.400002
1997-02-25 19:00:00-05:00,121.599998,122.620003,120.529999,122.150002
1997-02-26 19:00:00-05:00,122.150002,122.150002,122.150002,122.150002
1997-02-27 19:00:00-05:00,120.68,121.07,119.900002,120.300003
1997-02-28 19:00:00-05:00,120.300003,120.300003,120.300003,120.300003
1997-03-02 19:00:00-05:00,120.68,121.330002,120.419998,121.309998
1997-03-03 19:00:00-05:00,121.279999,122.25,121.0,122.080002
1997-03-04 19:00:00-05:00,122.059998,122.279999,121.099998,121.199997
1997-03-05 19:00:00-05:00,121.120003,121.809998,120.849998,121.029999
1997-03-06 19:00:00-05:00,121.120003,122.099998,120.93,122.0
1997-03-07 19:00:00-05:00,122.0,122.0,122.0,122.0
1997-03-09 19:00:00-05:00,121.760002,121.839996,121.5,121.620003
1997-03-10 19:00:00-05:00,121.660004,122.029999,121.099998,121.849998
1997-03-11 19:00:00-05:00,121.93,122.860001,121.800003,122.269997
1997-03-12 19:00:00-05:00,122.220001,123.440002,121.900002,123.43
1997-03-13 19:00:00-05:00,123.300003,124.129997,122.949997,123.419998
1997-03-14 19:00:00-05:00,123.419998,123.419998,123.419998,123.419998
1997-03-16 19:00:00-05:00,123.449997,123.769997,123.120003,123.75
1997-03-17 19:00:00-05:00,123.75,123.75,123.75,123.75
1997-03-18 19:00:00-05:00,122.650002,123.300003,122.400002,122.75
1997-03-19 19:00:00-05:00,123.029999,123.769997,122.099998,123.720001
1997-03-20 19:00:00-05:00,123.620003,123.629997,122.279999,122.669998
1997-03-21 19:00:00-05:00,122.669998,122.669998,122.669998,122.669998
1997-03-23 19:00:00-05:00,122.550003,123.169998,122.150002,122.949997
1997-03-24 19:00:00-05:00,122.959999,124.129997,122.75,123.730003
1997-03-25 19:00:00-05:00,123.730003,123.730003,123.730003,123.730003
1997-03-26 19:00:00-05:00,124.199997,124.349998,123.300003,123.510002
1997-03-27 19:00:00-05:00,123.629997,123.629997,123.629997,123.629997
1997-03-28 19:00:00-05:00,123.629997,123.629997,123.629997,123.629997
1997-03-30 19:00:00-05:00,123.970001,124.169998,123.43,123.779999
1997-03-31 19:00:00-05:00,123.940002,123.970001,121.349998,121.900002
1997-04-01 19:00:00-05:00,122.080002,123.459999,121.949997,123.120003
1997-04-02 19:00:00-05:00,123.059998,123.120003,122.449997,122.589996
1997-04-03 19:00:00-05:00,122.699997,124.339996,122.400002,124.25
1997-04-04 19:00:00-05:00,124.25,124.25,124.25,124.25
1997-04-06 20:00:00-04:00,124.370003,125.809998,123.949997,125.699997
1997-04-07 20:00:00-04:00,125.550003,126.519997,125.199997,126.300003
1997-04-08 20:00:00-04:00,126.199997,126.959999,126.0,126.830002
1997-04-09 20:00:00-04:00,126.849998,127.099998,125.449997,125.809998
1997-04-10 20:00:00-04:00,125.699997,126.230003,125.699997,126.099998
1997-04-11 20:00:00-04:00,126.099998,126.099998,126.099998,126.099998
1997-04-13 20:00:00-04:00,126.419998,126.610001,126.010002,126.57
1997-04-14 20:00:00-04:00,126.550003,126.550003,125.900002,126.0
1997-04-15 20:00:00-04:00,125.589996,125.589996,125.589996,125.589996
1997-04-16 20:00:00-04:00,125.739998,126.779999,125.470001,126.0
1997-04-17 20:00:00-04:00,125.93,126.18,125.599998,125.800003
1997-04-18 20:00:00-04:00,125.800003,125.800003,125.800003,125.800003
1997-04-20 20:00:00-04:00,125.279999,125.720001,125.040001,125.360001
1997-04-21 20:00:00-04:00,125.309998,126.309998,125.300003,126.150002
1997-04-22 20:00:00-04:00,126.050003,126.199997,125.949997,126.040001
1997-04-23 20:00:00-04:00,126.019997,126.379997,125.709999,126.07
1997-04-24 20:00:00-04:00,126.209999,126.360001,125.449997,126.25
1997-04-25 20:00:00-04:00,126.25,126.25,126.25,126.25
1997-04-27 20:00:00-04:00,126.910004,127.080002,126.379997,126.82
1997-04-28 20:00:00-04:00,126.800003,126.949997,126.43,126.839996
1997-04-29 20:00:00-04:00,126.849998,127.129997,126.559998,127.059998
1997-04-30 20:00:00-04:00,127.099998,127.459999,126.019997,126.449997
1997-05-01 20:00:00-04:00,126.489998,126.849998,126.410004,126.650002
1997-05-02 20:00:00-04:00,126.650002,126.650002,126.650002,126.650002
1997-05-04 20:00:00-04:00,126.639999,126.800003,126.32,126.620003
1997-05-05 20:00:00-04:00,126.720001,126.739998,125.099998,125.269997
1997-05-06 20:00:00-04:00,125.260002,125.75,124.529999,125.129997
1997-05-07 20:00:00-04:00,125.160004,125.18,123.389999,123.720001
1997-05-08 20:00:00-04:00,123.449997,123.470001,118.959999,120.0
1997-05-09 20:00:00-04:00,120.0,120.0,120.0,120.0
1997-05-11 20:00:00-04:00,118.199997,119.300003,119.300003,119.300003
1997-05-12 20:00:00-04:00,118.970001,119.650002,118.400002,118.400002
1997-05-13 20:00:00-04:00,118.18,119.239998,116.550003,116.599998
1997-05-14 20:00:00-04:00,117.190002,117.300003,114.660004,115.879997
1997-05-15 20:00:00-04:00,116.0,117.0,114.800003,115.75
1997-05-16 20:00:00-04:00,115.75,115.75,115.75,115.75
1997-05-18 20:00:00-04:00,115.699997,116.489998,115.0,115.669998
1997-05-19 20:00:00-04:00,115.300003,115.550003,111.879997,112.599998
1997-05-20 20:00:00-04:00,112.779999,114.419998,113.0,114.050003
1997-05-21 20:00:00-04:00,114.25,116.330002,114.449997,116.150002
1997-05-22 20:00:00-04:00,116.019997,115.800003,115.279999,115.510002
1997-05-23 20:00:00-04:00,115.510002,115.510002,115.510002,115.510002
1997-05-25 20:00:00-04:00,115.510002,115.510002,115.510002,115.510002
1997-05-26 20:00:00-04:00,116.300003,116.779999,116.190002,116.650002
1997-05-27 20:00:00-04:00,116.639999,116.059998,115.089996,115.599998
1997-05-28 20:00:00-04:00,115.599998,116.599998,115.25,116.300003
1997-05-29 20:00:00-04:00,116.330002,116.809998,115.779999,116.160004
1997-05-30 20:00:00-04:00,116.160004,116.160004,116.160004,116.160004
1997-06-01 20:00:00-04:00,115.900002,116.809998,115.879997,116.650002
1997-06-02 20:00:00-04:00,116.769997,116.830002,115.580002,116.010002
1997-06-03 20:00:00-04:00,116.029999,116.599998,115.940002,116.230003
1997-06-04 20:00:00-04:00,116.230003,115.800003,115.379997,115.5
1997-06-05 20:00:00-04:00,115.540001,116.010002,114.209999,114.209999
1997-06-06 20:00:00-04:00,114.209999,114.209999,114.209999,114.209999
1997-06-08 20:00:00-04:00,114.0,113.75,111.800003,113.019997
1997-06-09 20:00:00-04:00,112.349998,112.790001,111.599998,112.0
1997-06-10 20:00:00-04:00,111.949997,112.389999,110.510002,111.18
1997-06-11 20:00:00-04:00,111.25,115.730003,111.449997,114.150002
1997-06-12 20:00:00-04:00,114.449997,114.959999,113.93,114.830002
1997-06-13 20:00:00-04:00,114.830002,114.830002,114.830002,114.830002
1997-06-15 20:00:00-04:00,114.150002,114.209999,113.099998,113.18
1997-06-16 20:00:00-04:00,113.199997,113.790001,112.800003,113.169998
1997-06-17 20:00:00-04:00,113.230003,113.660004,112.800003,113.529999
1997-06-18 20:00:00-04:00,113.5,114.300003,113.050003,114.089996
1997-06-19 20:00:00-04:00,114.400002,115.0,114.220001,114.959999
1997-06-20 20:00:00-04:00,114.959999,114.959999,114.959999,114.959999
1997-06-22 20:00:00-04:00,115.089996,115.620003,114.599998,114.629997
1997-06-23 20:00:00-04:00,114.529999,114.949997,114.0,114.769997
1997-06-24 20:00:00-04:00,114.779999,114.199997,113.199997,113.839996
1997-06-25 20:00:00-04:00,114.199997,114.199997,113.0,113.129997
1997-06-26 20:00:00-04:00,113.089996,114.709999,113.099998,114.550003
1997-06-27 20:00:00-04:00,114.550003,114.550003,114.550003,114.550003
1997-06-29 20:00:00-04:00,114.559998,114.650002,114.099998,114.610001
1997-06-30 20:00:00-04:00,114.709999,115.290001,114.449997,114.830002
1997-07-01 20:00:00-04:00,114.860001,114.779999,114.050003,114.449997
1997-07-02 20:00:00-04:00,114.370003,114.43,113.279999,113.459999
1997-07-03 20:00:00-04:00,113.639999,114.449997,112.93,114.199997
1997-07-04 20:00:00-04:00,114.199997,114.199997,114.199997,114.199997
1997-07-06 20:00:00-04:00,113.790001,112.82,112.110001,112.489998
1997-07-07 20:00:00-04:00,112.300003,113.410004,112.279999,112.870003
1997-07-08 20:00:00-04:00,113.059998,113.18,112.300003,112.610001
1997-07-09 20:00:00-04:00,112.620003,113.300003,112.330002,113.040001
1997-07-10 20:00:00-04:00,113.099998,114.190002,113.230003,114.099998
1997-07-11 20:00:00-04:00,114.099998,114.099998,114.099998,114.099998
1997-07-13 20:00:00-04:00,113.830002,114.18,113.25,113.660004
1997-07-14 20:00:00-04:00,113.660004,113.660004,113.660004,113.660004
1997-07-15 20:00:00-04:00,115.309998,116.400002,115.25,115.360001
1997-07-16 20:00:00-04:00,115.400002,116.480003,115.68,115.800003
1997-07-17 20:00:00-04:00,115.910004,116.199997,115.0,115.449997
1997-07-18 20:00:00-04:00,115.449997,115.449997,115.449997,115.449997
1997-07-20 20:00:00-04:00,115.400002,116.220001,115.330002,116.120003
1997-07-21 20:00:00-04:00,116.290001,116.5,114.760002,115.209999
1997-07-22 20:00:00-04:00,115.400002,115.959999,115.019997,115.699997
1997-07-23 20:00:00-04:00,115.769997,116.169998,115.540001,116.099998
1997-07-24 20:00:00-04:00,116.029999,117.080002,115.93,116.889999
1997-07-25 20:00:00-04:00,116.889999,116.889999,116.889999,116.889999
1997-07-27 20:00:00-04:00,116.870003,117.790001,116.900002,117.589996
1997-07-28 20:00:00-04:00,117.43,118.459999,117.239998,118.260002
1997-07-29 20:00:00-04:00,118.25,118.959999,118.07,118.199997
1997-07-30 20:00:00-04:00,118.129997,118.75,117.400002,118.550003
1997-07-31 20:00:00-04:00,118.449997,119.169998,117.75,118.400002
1997-08-01 20:00:00-04:00,118.400002,118.400002,118.400002,118.400002
1997-08-03 20:00:00-04:00,118.599998,118.800003,118.0,118.0
1997-08-04 20:00:00-04:00,118.019997,119.389999,118.0,119.300003
1997-08-05 20:00:00-04:00,119.309998,119.580002,118.300003,118.620003
1997-08-06 20:00:00-04:00,118.580002,118.800003,117.779999,118.480003
1997-08-07 20:00:00-04:00,118.349998,118.629997,114.25,114.550003
1997-08-08 20:00:00-04:00,114.550003,114.550003,114.550003,114.550003
1997-08-10 20:00:00-04:00,114.980003,116.349998,114.800003,116.139999
1997-08-11 20:00:00-04:00,116.220001,116.620003,115.5,116.379997
1997-08-12 20:00:00-04:00,116.440002,116.68,115.300003,115.599998
1997-08-13 20:00:00-04:00,115.639999,118.279999,115.550003,117.949997
1997-08-14 20:00:00-04:00,117.769997,118.699997,116.779999,117.300003
1997-08-15 20:00:00-04:00,117.300003,117.300003,117.300003,117.300003
1997-08-17 20:00:00-04:00,117.150002,118.199997,116.849998,118.120003
1997-08-18 20:00:00-04:00,118.18,118.400002,117.720001,118.199997
1997-08-19 20:00:00-04:00,118.309998,118.540001,117.68,117.910004
1997-08-20 20:00:00-04:00,117.809998,118.050003,117.550003,117.870003
1997-08-21 20:00:00-04:00,117.349998,117.360001,117.169998,117.209999
1997-08-22 20:00:00-04:00,117.209999,117.209999,117.209999,117.209999
1997-08-24 20:00:00-04:00,118.029999,118.18,118.029999,118.129997
1997-08-25 20:00:00-04:00,118.610001,118.720001,117.599998,118.120003
1997-08-26 20:00:00-04:00,118.129997,119.209999,118.07,118.839996
1997-08-27 20:00:00-04:00,118.790001,119.129997,118.099998,119.029999
1997-08-28 20:00:00-04:00,119.089996,119.470001,118.82,119.440002
1997-08-29 20:00:00-04:00,119.440002,119.440002,119.440002,119.440002
1997-08-31 20:00:00-04:00,120.480003,121.199997,120.199997,121.18
1997-09-01 20:00:00-04:00,121.18,121.779999,121.099998,121.75
1997-09-02 20:00:00-04:00,121.32,121.550003,120.5,120.599998
1997-09-03 20:00:00-04:00,120.580002,121.400002,120.150002,121.099998
1997-09-04 20:00:00-04:00,121.099998,121.599998,120.599998,121.139999
1997-09-05 20:00:00-04:00,121.139999,121.139999,121.139999,121.139999
1997-09-07 20:00:00-04:00,121.199997,121.279999,120.690002,121.050003
1997-09-08 20:00:00-04:00,120.900002,121.0,118.150002,118.730003
1997-09-09 20:00:00-04:00,118.849998,119.599998,118.610001,119.099998
1997-09-10 20:00:00-04:00,119.129997,119.839996,118.510002,119.599998
1997-09-11 20:00:00-04:00,119.610001,121.650002,119.489998,121.059998
1997-09-12 20:00:00-04:00,121.059998,121.059998,121.059998,121.059998
1997-09-14 20:00:00-04:00,120.940002,121.0,119.849998,120.0
1997-09-15 20:00:00-04:00,120.050003,121.330002,119.940002,121.239998
1997-09-16 20:00:00-04:00,121.18,121.309998,119.900002,120.550003
1997-09-17 20:00:00-04:00,120.550003,122.309998,120.489998,121.800003
1997-09-18 20:00:00-04:00,121.800003,122.529999,121.129997,121.910004
1997-09-19 20:00:00-04:00,121.910004,121.910004,121.910004,121.910004
1997-09-21 20:00:00-04:00,121.949997,123.059998,121.559998,121.790001
1997-09-22 20:00:00-04:00,121.760002,122.300003,121.18,122.269997
1997-09-23 20:00:00-04:00,122.209999,122.449997,119.199997,120.339996
1997-09-24 20:00:00-04:00,120.25,121.459999,119.93,121.099998
1997-09-25 20:00:00-04:00,121.029999,121.279999,120.330002,121.160004
1997-09-26 20:00:00-04:00,121.160004,121.160004,121.160004,121.160004
1997-09-28 20:00:00-04:00,121.25,121.449997,120.699997,121.010002
1997-09-29 20:00:00-04:00,120.949997,121.57,120.150002,120.480003
1997-09-30 20:00:00-04:00,120.449997,121.400002,120.25,121.150002
1997-10-01 20:00:00-04:00,121.129997,121.93,120.68,121.650002
1997-10-02 20:00:00-04:00,121.57,122.480003,121.57,122.099998
1997-10-03 20:00:00-04:00,122.099998,122.099998,122.099998,122.099998
1997-10-05 20:00:00-04:00,121.849998,122.019997,121.620003,121.769997
1997-10-06 20:00:00-04:00,121.849998,122.660004,121.629997,122.400002
1997-10-07 20:00:00-04:00,122.410004,122.5,120.75,121.150002
1997-10-08 20:00:00-04:00,121.190002,121.389999,120.650002,121.129997
1997-10-09 20:00:00-04:00,121.160004,121.25,119.580002,120.010002
1997-10-10 20:00:00-04:00,120.010002,120.010002,120.010002,120.010002
1997-10-12 20:00:00-04:00,120.269997,121.410004,120.07,121.050003
1997-10-13 20:00:00-04:00,120.93,121.769997,120.699997,121.449997
1997-10-14 20:00:00-04:00,121.449997,121.470001,120.800003,121.089996
1997-10-15 20:00:00-04:00,121.150002,121.169998,119.300003,119.900002
1997-10-16 20:00:00-04:00,119.949997,120.849998,119.720001,120.709999
1997-10-17 20:00:00-04:00,120.709999,120.709999,120.709999,120.709999
1997-10-19 20:00:00-04:00,120.529999,121.459999,120.400002,121.169998
1997-10-20 20:00:00-04:00,121.150002,121.290001,120.169998,120.82
1997-10-21 20:00:00-04:00,120.830002,121.129997,120.400002,120.800003
1997-10-22 20:00:00-04:00,120.800003,122.029999,120.68,121.769997
1997-10-23 20:00:00-04:00,121.839996,122.379997,120.849998,122.080002
1997-10-24 20:00:00-04:00,122.080002,122.080002,122.080002,122.080002
1997-10-26 19:00:00-05:00,122.050003,122.290001,121.480003,121.769997
1997-10-27 19:00:00-05:00,121.779999,121.910004,118.650002,120.550003
1997-10-28 19:00:00-05:00,120.540001,120.970001,119.75,120.760002
1997-10-29 19:00:00-05:00,120.739998,120.800003,119.82,119.910004
1997-10-30 19:00:00-05:00,119.900002,120.5,119.800003,120.32
1997-10-31 19:00:00-05:00,120.32,120.32,120.32,120.32
1997-11-02 19:00:00-05:00,120.110001,121.550003,119.93,121.32
1997-11-03 19:00:00-05:00,121.269997,122.239998,121.239998,121.800003
1997-11-04 19:00:00-05:00,121.839996,123.470001,121.660004,123.089996
1997-11-05 19:00:00-05:00,123.110001,123.769997,122.550003,123.650002
1997-11-06 19:00:00-05:00,123.599998,124.449997,123.080002,124.300003
1997-11-07 19:00:00-05:00,124.300003,124.300003,124.300003,124.300003
1997-11-09 19:00:00-05:00,124.150002,124.5,123.779999,124.290001
1997-11-10 19:00:00-05:00,124.290001,125.330002,124.199997,124.730003
1997-11-11 19:00:00-05:00,124.68,126.550003,124.550003,126.279999
1997-11-12 19:00:00-05:00,126.150002,126.599998,124.849998,125.800003
1997-11-13 19:00:00-05:00,125.739998,127.150002,125.25,125.349998
1997-11-14 19:00:00-05:00,125.349998,125.349998,125.349998,125.349998
1997-11-16 19:00:00-05:00,126.019997,126.580002,124.199997,125.599998
1997-11-17 19:00:00-05:00,125.660004,126.150002,125.330002,126.129997
1997-11-18 19:00:00-05:00,126.099998,127.459999,125.949997,127.029999
1997-11-19 19:00:00-05:00,127.080002,127.269997,125.599998,126.050003
1997-11-20 19:00:00-05:00,126.080002,126.550003,124.870003,126.059998
1997-11-21 19:00:00-05:00,126.059998,126.059998,126.059998,126.059998
1997-11-23 19:00:00-05:00,126.510002,127.230003,126.349998,127.040001
1997-11-24 19:00:00-05:00,127.029999,128.0,126.300003,127.239998
1997-11-25 19:00:00-05:00,127.230003,127.839996,126.660004,127.129997
1997-11-26 19:00:00-05:00,127.120003,127.300003,126.699997,126.779999
1997-11-27 19:00:00-05:00,126.830002,127.860001,126.650002,127.800003
1997-11-28 19:00:00-05:00,127.800003,127.800003,127.800003,127.800003
1997-11-30 19:00:00-05:00,127.790001,129.320007,127.599998,128.759995
1997-12-01 19:00:00-05:00,128.759995,129.309998,128.020004,128.529999
1997-12-02 19:00:00-05:00,128.539993,128.979996,128.229996,128.669998
1997-12-03 19:00:00-05:00,128.679993,129.800003,128.429993,129.199997
1997-12-04 19:00:00-05:00,129.210007,130.520004,128.800003,130.199997
1997-12-05 19:00:00-05:00,130.199997,130.199997,130.199997,130.199997
1997-12-07 19:00:00-05:00,129.839996,130.820007,129.399994,130.300003
1997-12-08 19:00:00-05:00,130.25,130.600006,129.600006,129.710007
1997-12-09 19:00:00-05:00,128.949997,129.550003,128.279999,129.270004
1997-12-10 19:00:00-05:00,129.259995,130.169998,128.550003,129.550003
1997-12-11 19:00:00-05:00,129.800003,130.570007,129.5,130.279999
1997-12-12 19:00:00-05:00,130.279999,130.279999,130.279999,130.279999
1997-12-14 19:00:00-05:00,130.369995,131.559998,130.369995,130.869995
1997-12-15 19:00:00-05:00,130.860001,131.460007,130.580002,130.699997
1997-12-16 19:00:00-05:00,130.710007,131.529999,125.699997,127.099998
1997-12-17 19:00:00-05:00,126.900002,129.509995,126.650002,128.429993
1997-12-18 19:00:00-05:00,128.429993,129.809998,128.080002,129.210007
1997-12-19 19:00:00-05:00,129.210007,129.210007,129.210007,129.210007
1997-12-21 19:00:00-05:00,129.339996,130.740005,129.050003,130.229996
1997-12-22 19:00:00-05:00,130.220001,130.619995,129.149994,129.820007
1997-12-23 19:00:00-05:00,129.800003,130.350006,129.429993,129.699997
1997-12-24 19:00:00-05:00,129.75,130.220001,129.75,129.960007
1997-12-25 19:00:00-05:00,130.25,130.550003,129.990005,130.460007
1997-12-26 19:00:00-05:00,130.460007,130.460007,130.460007,130.460007
1997-12-28 19:00:00-05:00,129.860001,130.270004,129.220001,129.699997
1997-12-29 19:00:00-05:00,129.710007,130.25,129.380005,130.070007
1997-12-30 19:00:00-05:00,130.080002,130.639999,129.699997,130.559998
1997-12-31 19:00:00-05:00,130.570007,130.600006,130.350006,130.479996
1998-01-01 19:00:00-05:00,130.490005,132.600006,130.360001,132.270004
1998-01-02 19:00:00-05:00,132.270004,132.270004,132.270004,132.270004
1998-01-04 19:00:00-05:00,132.100006,134.050003,131.830002,133.399994
1998-01-05 19:00:00-05:00,133.199997,134.300003,132.75,134.100006
1998-01-06 19:00:00-05:00,134.110001,134.399994,130.800003,131.820007
1998-01-07 19:00:00-05:00,132.020004,133.460007,131.199997,132.449997
1998-01-08 19:00:00-05:00,132.350006,132.550003,130.490005,131.520004
1998-01-09 19:00:00-05:00,131.520004,131.520004,131.520004,131.520004
1998-01-11 19:00:00-05:00,131.490005,133.100006,131.440002,132.770004
1998-01-12 19:00:00-05:00,132.779999,132.949997,131.199997,131.339996
1998-01-13 19:00:00-05:00,131.320007,131.610001,130.279999,130.800003
1998-01-14 19:00:00-05:00,130.75,130.880005,129.479996,129.820007
1998-01-15 19:00:00-05:00,129.899994,130.229996,128.0,129.320007
1998-01-16 19:00:00-05:00,129.320007,129.320007,129.320007,129.320007
1998-01-18 19:00:00-05:00,128.720001,129.5,127.360001,129.110001
1998-01-19 19:00:00-05:00,129.130005,129.779999,128.25,128.369995
